53,11111001,site,6,0.03294483516914899,6,0.005490805861524832,0,temporal_ensemble.runs[0].peak_extraction.candidates[21].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[21].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[21].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[21].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[21].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[21].site_bitstring
54,10011111,original,6,0.03294483516914899,6,0.005490805861524832,0,temporal_ensemble.runs[0].peak_extraction.candidates[21].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[21].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[21].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[21].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[21].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[21].bitstring_original_order
55,10010000,original,6,0.02851455400367447,6,0.004752425667279079,0,temporal_ensemble.runs[0].peak_extraction.candidates[22].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[22].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[22].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[22].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[22].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[22].bitstring_original_order
56,00001001,site,6,0.02851455400367447,6,0.004752425667279079,0,temporal_ensemble.runs[0].peak_extraction.candidates[22].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[22].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[22].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[22].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[22].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[22].site_bitstring
57,10001010,original,6,0.027819036642634878,6,0.004636506107105813,0,temporal_ensemble.runs[0].peak_extraction.candidates[23].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[23].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[23].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[23].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[23].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[23].bitstring_original_order
58,01010001,site,6,0.027819036642634878,6,0.004636506107105813,0,temporal_ensemble.runs[0].peak_extraction.candidates[23].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[23].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[23].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[23].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[23].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[23].site_bitstring
59,10110110,original,6,0.026271580594210416,6,0.004378596765701736,0,temporal_ensemble.runs[0].peak_extraction.candidates[24].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[24].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[24].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[24].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[24].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[24].bitstring_original_order
60,01101101,site,6,0.026271580594210416,6,0.004378596765701736,0,temporal_ensemble.runs[0].peak_extraction.candidates[24].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[24].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[24].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[24].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[24].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[24].site_bitstring
61,11010001,site,6,0.02185335781445198,6,0.003642226302408663,0,temporal_ensemble.runs[0].peak_extraction.candidates[25].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[25].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[25].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[25].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[25].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[25].site_bitstring
62,10001011,original,6,0.02185335781445198,6,0.003642226302408663,0,temporal_ensemble.runs[0].peak_extraction.candidates[25].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[25].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[25].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[25].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[25].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[25].bitstring_original_order
63,10100010,original,6,0.014820532518191216,6,0.0024700887530318696,0,temporal_ensemble.runs[0].peak_extraction.candidates[26].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[26].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[26].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[26].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[26].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[26].bitstring_original_order
64,01000101,site,6,0.014820532518191216,6,0.0024700887530318696,0,temporal_ensemble.runs[0].peak_extraction.candidates[26].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[26].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[26].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[26].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[26].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[26].site_bitstring
65,10110101,original,6,0.009500513190835426,6,0.0015834188651392377,0,temporal_ensemble.runs[0].peak_extraction.candidates[27].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[27].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[27].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[27].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[27].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[27].bitstring_original_order
66,10101101,site,6,0.009500513190835426,6,0.0015834188651392377,0,temporal_ensemble.runs[0].peak_extraction.candidates[27].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[27].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[27].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[27].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[27].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[27].site_bitstring
67,10010110,original,6,0.009136120828296197,6,0.0015226868047160328,0,temporal_ensemble.runs[0].peak_extraction.candidates[28].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[28].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[28].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[28].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[28].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[28].bitstring_original_order
68,01101001,site,6,0.009136120828296197,6,0.0015226868047160328,0,temporal_ensemble.runs[0].peak_extraction.candidates[28].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[28].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[28].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[28].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[28].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[28].site_bitstring
69,11000001,site,6,0.00906648364558624,6,0.0015110806075977065,0,temporal_ensemble.runs[0].peak_extraction.candidates[29].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[29].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[29].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[29].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[29].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[29].site_bitstring
70,10000011,original,6,0.00906648364558624,6,0.0015110806075977065,0,temporal_ensemble.runs[0].peak_extraction.candidates[29].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[29].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[29].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[29].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[29].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[29].bitstring_original_order
71,10000110,original,6,0.0074089883114008045,6,0.0012348313852334673,0,temporal_ensemble.runs[0].peak_extraction.candidates[30].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[30].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[30].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[30].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[30].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[30].bitstring_original_order
72,01100001,site,6,0.0074089883114008045,6,0.0012348313852334673,0,temporal_ensemble.runs[0].peak_extraction.candidates[30].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[30].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[30].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[30].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[30].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[30].site_bitstring
73,10111000,original,6,0.006856341998627511,6,0.0011427236664379185,0,temporal_ensemble.runs[0].peak_extraction.candidates[31].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[31].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[31].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[31].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[31].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[31].bitstring_original_order
74,00011101,site,6,0.006856341998627511,6,0.0011427236664379185,0,temporal_ensemble.runs[0].peak_extraction.candidates[31].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[31].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[31].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[31].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[31].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[31].site_bitstring
75,11100101,site,6,0.006024166306822618,6,0.0010040277178037695,0,temporal_ensemble.runs[0].peak_extraction.candidates[32].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[32].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[32].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[32].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[32].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[32].site_bitstring
76,10100111,original,6,0.006024166306822618,6,0.0010040277178037695,0,temporal_ensemble.runs[0].peak_extraction.candidates[32].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[32].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[32].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[32].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[32].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[32].bitstring_original_order
77,10100001,original,6,0.005359504890821464,6,0.0008932508151369106,0,temporal_ensemble.runs[0].peak_extraction.candidates[33].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[33].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[33].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[33].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[33].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[33].bitstring_original_order
78,10000101,site,6,0.005359504890821464,6,0.0008932508151369106,0,temporal_ensemble.runs[0].peak_extraction.candidates[33].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[33].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[33].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[33].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[33].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[33].site_bitstring
79,10111001,original,6,0.004553980604623658,6,0.0007589967674372762,0,temporal_ensemble.runs[0].peak_extraction.candidates[34].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[34].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[34].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[34].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[34].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[34].bitstring_original_order
80,10011101,site,6,0.004553980604623658,6,0.0007589967674372762,0,temporal_ensemble.runs[0].peak_extraction.candidates[34].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[34].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[34].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[34].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[34].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[34].site_bitstring
81,10110010,original,6,0.004229683278800681,6,0.0007049472131334468,0,temporal_ensemble.runs[0].peak_extraction.candidates[35].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[35].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[35].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[35].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[35].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[35].bitstring_original_order
82,01001101,site,6,0.004229683278800681,6,0.0007049472131334468,0,temporal_ensemble.runs[0].peak_extraction.candidates[35].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[35].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[35].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[35].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[35].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[35].site_bitstring
83,10111100,original,6,0.0037365884828953113,6,0.0006227647471492185,0,temporal_ensemble.runs[0].peak_extraction.candidates[36].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[36].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[36].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[36].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[36].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[36].bitstring_original_order
84,00111101,site,6,0.0037365884828953113,6,0.0006227647471492185,0,temporal_ensemble.runs[0].peak_extraction.candidates[36].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[36].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[36].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[36].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[36].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[36].site_bitstring
85,10110100,original,6,0.0035906151969464133,6,0.0005984358661577355,0,temporal_ensemble.runs[0].peak_extraction.candidates[37].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[37].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[37].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[37].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[37].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[37].bitstring_original_order
86,00101101,site,6,0.0035906151969464133,6,0.0005984358661577355,0,temporal_ensemble.runs[0].peak_extraction.candidates[37].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[37].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[37].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[37].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[37].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[37].site_bitstring
87,10101001,site,6,0.003303868076419518,6,0.000550644679403253,0,temporal_ensemble.runs[0].peak_extraction.candidates[38].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[38].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[38].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[38].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[38].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[38].site_bitstring
88,10010101,original,6,0.003303868076419518,6,0.000550644679403253,0,temporal_ensemble.runs[0].peak_extraction.candidates[38].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[38].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[38].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[38].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[38].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[38].bitstring_original_order
