rank,bitstring,order,observation_count,probability_sum,probability_count,mean_probability,sample_count_sum,sources
52,10011110,original,6,0.041938341216837365,6,0.0069897235361395605,0,temporal_ensemble.runs[0].peak_extraction.candidates[20].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[20].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[20].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[20].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[20].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[20].bitstring_original_order
53,01111001,site,6,0.041938341216837365,6,0.0069897235361395605,0,temporal_ensemble.runs[0].peak_extraction.candidates[20].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[20].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[20].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[20].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[20].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[20].site_bitstring
54,11111001,site,6,0.0329448351691496,6,0.0054908058615249335,0,temporal_ensemble.runs[0].peak_extraction.candidates[21].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[21].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[21].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[21].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[21].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[21].site_bitstring
55,10011111,original,6,0.0329448351691496,6,0.0054908058615249335,0,temporal_ensemble.runs[0].peak_extraction.candidates[21].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[21].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[21].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[21].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[21].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[21].bitstring_original_order
56,10010000,original,6,0.02851455400367533,6,0.004752425667279222,0,temporal_ensemble.runs[0].peak_extraction.candidates[22].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[22].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[22].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[22].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[22].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[22].bitstring_original_order
57,00001001,site,6,0.02851455400367533,6,0.004752425667279222,0,temporal_ensemble.runs[0].peak_extraction.candidates[22].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[22].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[22].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[22].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[22].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[22].site_bitstring
58,10001010,original,6,0.027819036642636373,6,0.004636506107106062,0,temporal_ensemble.runs[0].peak_extraction.candidates[23].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[23].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[23].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[23].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[23].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[23].bitstring_original_order
59,01010001,site,6,0.027819036642636373,6,0.004636506107106062,0,temporal_ensemble.runs[0].peak_extraction.candidates[23].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[23].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[23].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[23].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[23].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[23].site_bitstring
60,10110110,original,6,0.026271580594211703,6,0.004378596765701951,0,temporal_ensemble.runs[0].peak_extraction.candidates[24].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[24].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[24].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[24].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[24].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[24].bitstring_original_order
61,01101101,site,6,0.026271580594211703,6,0.004378596765701951,0,temporal_ensemble.runs[0].peak_extraction.candidates[24].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[24].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[24].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[24].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[24].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[24].site_bitstring
62,11010001,site,6,0.02185335781445341,6,0.003642226302408902,0,temporal_ensemble.runs[0].peak_extraction.candidates[25].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[25].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[25].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[25].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[25].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[25].site_bitstring
63,10001011,original,6,0.02185335781445341,6,0.003642226302408902,0,temporal_ensemble.runs[0].peak_extraction.candidates[25].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[25].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[25].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[25].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[25].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[25].bitstring_original_order
64,10100010,original,6,0.014820532518191806,6,0.0024700887530319676,0,temporal_ensemble.runs[0].peak_extraction.candidates[26].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[26].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[26].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[26].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[26].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[26].bitstring_original_order
65,01000101,site,6,0.014820532518191806,6,0.0024700887530319676,0,temporal_ensemble.runs[0].peak_extraction.candidates[26].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[26].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[26].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[26].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[26].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[26].site_bitstring
66,10110101,original,6,0.009500513190835762,6,0.0015834188651392938,0,temporal_ensemble.runs[0].peak_extraction.candidates[27].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[27].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[27].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[27].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[27].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[27].bitstring_original_order
67,10101101,site,6,0.009500513190835762,6,0.0015834188651392938,0,temporal_ensemble.runs[0].peak_extraction.candidates[27].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[27].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[27].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[27].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[27].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[27].site_bitstring
68,10010110,original,6,0.009136120828296216,6,0.0015226868047160359,0,temporal_ensemble.runs[0].peak_extraction.candidates[28].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[28].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[28].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[28].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[28].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[28].bitstring_original_order
69,01101001,site,6,0.009136120828296216,6,0.0015226868047160359,0,temporal_ensemble.runs[0].peak_extraction.candidates[28].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[28].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[28].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[28].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[28].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[28].site_bitstring
70,11000001,site,6,0.009066483645586702,6,0.0015110806075977836,0,temporal_ensemble.runs[0].peak_extraction.candidates[29].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[29].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[29].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[29].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[29].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[29].site_bitstring
71,10000011,original,6,0.009066483645586702,6,0.0015110806075977836,0,temporal_ensemble.runs[0].peak_extraction.candidates[29].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[29].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[29].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[29].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[29].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[29].bitstring_original_order
72,10000110,original,6,0.007408988311400994,6,0.001234831385233499,0,temporal_ensemble.runs[0].peak_extraction.candidates[30].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[30].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[30].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[30].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[30].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[30].bitstring_original_order
73,01100001,site,6,0.007408988311400994,6,0.001234831385233499,0,temporal_ensemble.runs[0].peak_extraction.candidates[30].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[30].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[30].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[30].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[30].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[30].site_bitstring
74,10111000,original,6,0.006856341998627776,6,0.0011427236664379628,0,temporal_ensemble.runs[0].peak_extraction.candidates[31].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[31].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[31].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[31].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[31].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[31].bitstring_original_order
75,00011101,site,6,0.006856341998627776,6,0.0011427236664379628,0,temporal_ensemble.runs[0].peak_extraction.candidates[31].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[31].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[31].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[31].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[31].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[31].site_bitstring
76,11100101,site,6,0.006024166306824234,6,0.0010040277178040389,0,temporal_ensemble.runs[0].peak_extraction.candidates[32].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[32].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[32].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[32].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[32].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[32].site_bitstring
77,10100111,original,6,0.006024166306824234,6,0.0010040277178040389,0,temporal_ensemble.runs[0].peak_extraction.candidates[32].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[32].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[32].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[32].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[32].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[32].bitstring_original_order
78,10100001,original,6,0.005359504890821603,6,0.0008932508151369339,0,temporal_ensemble.runs[0].peak_extraction.candidates[33].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[33].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[33].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[33].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[33].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[33].bitstring_original_order
79,10000101,site,6,0.005359504890821603,6,0.0008932508151369339,0,temporal_ensemble.runs[0].peak_extraction.candidates[33].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[33].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[33].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[33].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[33].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[33].site_bitstring
